Rank,Summoner,Tier,LP,Most Champ,Wins,Losses,Win Ratio
313,ZuAnHuaHuo#NA1,master,61,"['Kaisa', 'Twitch', 'XinZhao']",38,22,63
314,MEECHOL#NA1,master,60,"['Zilean', 'Karma', 'Alistar']",28,17,62
315,Tokiyami#NA1,master,60,"['Akali', 'Ekko', 'Sett']",31,19,62
316,석석석석#123,master,60,"['LeeSin', 'Viego', 'Elise']",21,4,84
317,zoestoejam#drake,master,59,"['Vex', 'Ahri', 'Zed']",27,17,61
318,Frosthook#NA1,master,59,"['Pyke', 'Blitzcrank', 'Thresh']",55,51,52
319,ironface#NA1,master,59,"['Rengar', 'Nocturne', 'Yone']",46,33,58
320,L Hanabi#NA1,master,59,"['Caitlyn', 'Varus', 'MissFortune']",33,20,62
321,晚安猫#玄学上分,master,58,"['Milio', 'Yuumi', 'Lulu']",44,32,58
322,llaReble#LLA,master,58,"['Ashe', 'LeeSin', 'Nautilus']",35,29,55
323,RBG#NFT,master,58,"['Rakan', 'Poppy', 'Rell']",39,25,61
324,Hugme#IRL,master,58,"['Poppy', 'Rengar', 'Warwick']",45,41,52
325,24 117#BIG,master,57,"['Nautilus', 'Senna', 'Renata']",29,14,67
326,bluu#hua,master,57,"['Leblanc', 'TwistedFate', 'Akali']",31,27,53
327,plez#神経質,master,57,"['Bard', 'Zilean', 'Senna']",22,4,85
328,SXT SVN#NA2,master,57,"['Gragas', 'Urgot', 'Gwen']",34,30,53
329,Ian#00K,master,57,"['Lucian', 'Jhin', 'Caitlyn']",34,25,58
330,suffix#NA1,master,57,"['Sona', 'Ashe', 'Morgana']",30,28,52
331,zYuutor#riven,master,57,"['Riven', 'Jax', 'Aatrox']",38,26,59
332,AkenoHimejimaDxD#NA1,master,57,"['Rengar', 'XinZhao', 'LeeSin']",39,25,61
333,live Iove tickle#NA1,master,56,"['Jinx', 'Ezreal', 'Lucian']",24,9,73
334,xea#123,master,56,"['Katarina', 'Talon', 'Samira']",43,36,54
335,Boon#Boone,master,56,"['Fizz', 'Ekko', 'Viktor']",30,14,68
336,Abyss watcher#141,master,56,"['Leblanc', 'Jayce', 'Pantheon']",23,14,62
337,shua1by#NA1,master,56,"['Jax', 'Sett', 'Mordekaiser']",33,18,65
338,Season of Leaves#Fall,master,55,"['Lux', 'Seraphine', 'Zoe']",48,45,52
339,lntoxicate#NA1,master,55,"['Singed', 'Udyr', 'Taric']",35,22,61
340,LL Abdul#Yasuo,master,55,"['Yasuo', 'Yone', 'Syndra']",30,24,56
341,Wittsie#NA1,master,55,"['Neeko', 'Milio', 'Sona']",51,41,55
342,Kumo9#NA1,master,55,"['Riven', 'Aatrox', 'Maokai']",29,16,64
343,Messages#Rizz,master,55,"['Akali', 'Lucian', 'LeeSin']",27,21,56
344,llaHidan#LLA,master,55,"['KSante', 'Akali', 'Rumble']",25,10,71
345,Daimonz#NA2,master,55,"['Lillia', 'XinZhao', 'LeeSin']",38,38,50
346,La Flame#1v9,master,55,"['Hecarim', 'Gwen', 'Khazix']",27,13,68
347,EtooHai#NA1,master,54,"['Nautilus', 'Leona']",39,38,51
348,Just1#NA1,master,54,"['Nautilus', 'Rakan', 'Nami']",21,12,64
349,Holy Melee#NA1,master,54,"['Zed', 'Talon', 'Khazix']",32,24,57
350,HHHHHBTX#7524,master,54,"['Shaco', 'Belveth', 'Brand']",67,45,60
351,JT sup#s14,master,53,"['Nautilus', 'Thresh', 'Leona']",43,28,61
352,Qitong#2002,master,53,"['Karma', 'Senna', 'Ashe']",25,20,56
353,1244589127#7357,master,53,"['Graves', 'RekSai', 'LeeSin']",39,29,57
354,key lime#NA1,master,52,"['MissFortune', 'Bard', 'Seraphine']",38,27,58
355,I am Súnlight#NA1,master,52,"['Garen', 'Darius']",25,12,68
356,RoboStripper#NA1,master,52,"['Vex', 'Cassiopeia', 'Seraphine']",53,37,59
357,극저온#cryo,master,52,"['Thresh', 'Vayne', 'Milio']",27,26,51
358,10 IQ PLAYER#NA1,master,51,"['TwistedFate', 'Talon', 'Ekko']",30,21,59
359,Stwibss#NA1,master,51,"['Qiyana', 'Karma', 'Zyra']",26,12,68
360,Yunus#6041,master,51,"['Gragas', 'Malphite']",34,18,65
361,Twillie#0001,master,51,"['Aatrox', 'Yone', 'XinZhao']",31,23,57
362,smurphd#ff15,master,50,"['Kayn', 'Lillia', 'Graves']",24,14,63
363,Cosboat#NA1,master,50,"['Rell', 'Teemo', 'Heimerdinger']",22,13,63
364,yangus Beef#NA1,master,50,"['Urgot', 'KogMaw', 'Veigar']",55,55,50
365,Reppy#capy,master,49,"['Akali', 'Leblanc', 'Azir']",33,27,55
366,I can win#299,master,49,"['Cassiopeia', 'Taliyah', 'Galio']",28,12,70
367,Gîft#NA1,master,49,"['Katarina', 'Akali', 'Sylas']",28,20,58
368,Aldnoah#NA1,master,48,"['Pyke', 'Alistar', 'Bard']",59,53,53
369,keanu#twink,master,48,"['Seraphine', 'Senna', 'Nami']",22,15,59
370,Striker#9598,master,47,"['Janna', 'Nami', 'Rell']",56,46,55
371,momo#TDG2,master,47,"['Draven', 'Aphelios', 'Jhin']",30,20,60
372,ToastyAlex#NA1,master,47,"['Azir', 'Akali', 'Hwei']",24,20,55
373,LikeAMaws#NA1,master,47,"['Hwei', 'Orianna', 'Azir']",31,22,58
374,Kio#パイク,master,47,"['Pyke', 'Rakan', 'Thresh']",41,29,59
375,its JąY Løve Kąt#1504,master,46,"['JarvanIV', 'Graves', 'Ahri']",51,49,51
376,Snipa#XDlol,master,46,"['Draven', 'Tristana', 'Lucian']",48,48,50
377,Vanguards#NA1,master,46,"['TwistedFate', 'Brand', 'AurelionSol']",38,27,58
378,GeniusAwakened#NA1,master,46,"['Nautilus', 'Senna', 'Nunu']",25,18,58
379,diudiudiu#dllm,master,46,"['Fiddlesticks', 'Rammus', 'Evelynn']",34,26,57
380,loltyler1#lol69,master,46,"['Alistar', 'Nautilus', 'Leona']",41,36,53
381,TwTv Wundrew#daddy,master,46,"['Katarina', 'Akali', 'Yone']",65,47,58
382,Dewey#Diff,master,45,"['Corki', 'Aatrox', 'Jayce']",44,31,59
383,Danyui#Riven,master,45,"['Riven', 'Malphite', 'Chogath']",36,24,60
384,Yayoute#6969,master,45,"['Azir', 'Lucian', 'Jayce']",40,32,56
385,Djinn#4444,master,45,"['Varus', 'Hwei', 'Jhin']",42,38,53
386,Hot Eboy Xerath#NA1,master,44,"['Xerath', 'Seraphine', 'KogMaw']",39,30,57
387,GaryPlsComeHome#NA1,master,44,"['Jax', 'Draven', 'Lucian']",36,18,67
388,tiewhy#000,master,44,"['Maokai', 'Sona', 'Janna']",30,18,63
389,fairy girl#NA1,master,44,"['Sona', 'Swain', 'Akali']",42,25,63
390,FULLCLEARANDMUTE#XDD,master,44,"['Udyr', 'Trundle', 'Maokai']",22,13,63
391,I will trade#NA1,master,44,"['Aatrox', 'Jax', 'Udyr']",27,21,56
392,faker baIIsack#mog,master,44,"['Draven', 'Jhin', 'Caitlyn']",31,21,60
393,Stop It App#NA1,master,43,"['Katarina', 'Nilah', 'Qiyana']",32,34,48
394,obama3000ithink#00000,master,43,"['Vladimir', 'Akali', 'Talon']",24,8,75
395,Drutagan#43379,master,43,"['Rumble', 'Blitzcrank', 'Azir']",22,10,69
396,yipeeyahooyahaa#NA1,master,43,"['Elise', 'Jax', 'Belveth']",25,12,68
397,riversided#NA1,master,43,"['Ahri', 'Cassiopeia', 'Akali']",56,58,49
398,ttvKeelJG#NA2,master,43,"['Viego', 'Brand', 'LeeSin']",25,15,63
399,Camille#NA2,master,42,"['Camille', 'Mordekaiser', 'Gwen']",51,57,47
400,旧城以西#top,master,42,"['Rumble', 'Aatrox', 'Jax']",29,25,54
401,Tzatzikii#NA1,master,42,"['Pantheon', 'Gragas', 'Lillia']",30,17,64
402,pimpi#biri,master,42,"['Shaco', 'Diana', 'Nocturne']",41,44,48
403,MonkeyMan0608#NA3,master,42,"['MonkeyKing', 'Irelia', 'Jayce']",28,15,65
404,LFT Draven baka#NA1,master,41,"['Draven', 'Twitch', 'Jhin']",36,13,73
405,Strova#NA1,master,41,"['Senna', 'Nunu', 'Nautilus']",28,20,58
406,Apex BlindGoat#NA1,master,41,"['Akali', 'Varus', 'Syndra']",41,34,55
407,Goodshot#MATT,master,40,"['Jhin', 'Varus', 'Ashe']",22,15,59
408,poperofdeath#NA1,master,40,"['MissFortune', 'Lucian']",33,21,61
409,Bliss#Arme,master,40,"['Zed', 'Akali', 'Sylas']",31,17,65
410,Skidoo 1200cc#NA1,master,40,"['Cassiopeia', 'Orianna', 'Fizz']",72,57,56
411,Selfmáde#NA1,master,40,"['Lucian', 'Kalista', 'Draven']",23,14,62
412,wait im goated#diddy,master,40,"['Khazix', 'Trundle', 'Graves']",50,34,60
413,Goretide#NA1,master,39,"['Fiora', 'Vladimir', 'Malphite']",30,19,61
414,TheSlamboy#GOAT,master,39,"['MasterYi', 'Vladimir', 'Yasuo']",33,23,59
415,David Turley#738,master,39,"['Lucian', 'Aphelios', 'Ashe']",32,26,55
416,exitWhale#001,master,39,"['Ryze', 'Sylas', 'Camille']",60,38,61
417,LC no sylas acc#NA1,master,39,"['Fizz', 'MasterYi', 'Qiyana']",22,8,73
418,TJHK901X#DWG,master,39,"['Sylas', 'Akali', 'Jayce']",41,25,62
419,TtvHoldMyAxes#Axes,master,39,"['Draven', 'Vayne', 'Ezreal']",41,32,56
420,Phantom#Stars,master,39,"['Milio', 'Senna', 'Bard']",34,27,56
421,Wrâith#NA1,master,39,"['Lucian', 'Aphelios', 'Varus']",34,23,60
422,Panzora#NA1,master,39,"['Singed', 'Aatrox', 'Fiora']",33,20,62
423,Alonsoo#1112,master,39,"['Annie', 'Nami', 'Janna']",34,26,57
424,Zepwreth#NA1,master,38,"['Twitch', 'Samira', 'Yasuo']",56,51,52
425,Eureka#eu7,master,38,"['Zac', 'Nautilus', 'Pantheon']",30,23,57
426,Exiled Heretic#NA1,master,38,"['Diana', 'Yone', 'Ezreal']",60,55,52
427,Synotic#NA1,master,38,"['Poppy', 'Rell', 'Karma']",32,23,58
428,feel something#12345,master,38,"['Graves', 'Ekko', 'Viego']",37,21,64
429,Rylast#5454,master,38,"['Nami', 'Maokai', 'Senna']",36,25,59
430,para sa mahal ko#kaye,master,38,"['Riven', 'Aatrox', 'Vayne']",19,10,66
431,Shoggoth1#NA1,master,38,"['Aatrox', 'Gwen', 'Jax']",32,19,63
432,Leemo#0001,master,38,"['Trundle', 'Rumble', 'Riven']",54,39,58
433,lunacia#曹雨寒,master,37,"['KSante', 'Jax', 'Olaf']",22,15,59
434,im risk#NA1,master,37,"['Rengar', 'Ekko', 'Katarina']",33,22,60
435,djin#NA1,master,37,"['Aatrox', 'Yone', 'Renekton']",37,26,59
436,PPbears#NA1,master,37,"['Jhin', 'Varus', 'Kalista']",34,24,59
437,Autolykus#NA1,master,37,"['Sett', 'Mordekaiser']",59,54,52
438,gucci dog#2442,master,37,"['Draven', 'Lucian', 'Aphelios']",32,19,63
439,TheSkyfallsforme#1852,master,37,"['LeeSin', 'Kayn', 'Khazix']",42,48,47
440,Kaisama#cbo,master,37,"['Graves', 'Ashe', 'Nautilus']",52,40,57
441,Alexis Munroe#222,master,37,"['Sona', 'Seraphine', 'Ahri']",62,31,67
442,노력을 실력으로#2006,master,37,"['Graves', 'LeeSin', 'Kindred']",44,33,57
443,sapnu puas#1of1,master,36,"['Ezreal', 'Bard', 'Caitlyn']",34,27,56
444,QiuK#鱼哥哥,master,36,"['Diana', 'JarvanIV', 'Pantheon']",35,30,54
445,Rascal500#NA1,master,36,"['Jhin', 'Ezreal', 'Ziggs']",31,19,62
446,Pockus#NA1,master,36,"['Rakan', 'Alistar', 'Senna']",70,68,51
447,Music#Sona,master,36,"['Sona', 'Yuumi']",50,33,60
448,Bebsikun#1001,master,36,"['Kaisa', 'Varus', 'Jhin']",31,20,61
449,Thunder#Nosaj,master,36,"['Blitzcrank', 'Nautilus', 'Jhin']",48,37,56
450,Spy#12150,master,36,"['MasterYi', 'Ivern', 'Ekko']",43,38,53
451,咩咩宝宝#pure,master,36,"['Kayn', 'Yone', 'Graves']",37,29,56
452,Daikong#NA1,master,35,"['XinZhao', 'Leona', 'Elise']",61,50,55
453,Coven Nami#Wave,master,35,"['Nami', 'Senna', 'Lux']",31,19,62
454,小奶栗#ljr,master,35,"['Evelynn', 'Viego', 'KSante']",29,19,60
455,Nivhay#NA1,master,35,"['Morgana', 'Senna', 'Teemo']",61,62,50
456,Sinner#Stars,master,35,"['Senna', 'Milio', 'Bard']",30,24,56
457,Willing554#NA1,master,35,"['Kled', 'Riven', 'KSante']",36,26,58
458,J3XD#NA1,master,34,"['Pyke', 'Thresh', 'MasterYi']",37,34,52
459,Nanners UwU#NA1,master,34,"['Sona', 'Senna', 'Seraphine']",52,48,52
460,Christmas Dreams#NA1,master,34,"['Udyr', 'Aatrox', 'KSante']",30,16,65
461,Trance#NA69,master,34,"['Alistar', 'Sona', 'Leona']",45,36,56
462,999ª#NA1,master,34,"['Qiyana', 'Diana', 'Morgana']",36,25,59
463,Geolocru#NA1,master,34,"['Mordekaiser', 'Yorick', 'Kennen']",58,50,54
464,DollarStoreDiana#Amaan,master,34,"['Rumble', 'Ivern', 'Kennen']",21,9,70
465,나는악어#croc,master,34,"['Aatrox', 'Renekton', 'Lucian']",20,10,67
466,XXXXXXXX#9965,master,34,"['Jhin', 'Brand', 'Jayce']",43,29,60
467,Bykrhn1#Twtv,master,33,"['Brand', 'Yasuo', 'LeeSin']",37,28,57
468,lgang#NA1,master,33,"['Corki', 'Leblanc', 'TwistedFate']",36,23,61
469,Kongzhi#NA1,master,33,"['Aphelios', 'Lucian', 'Samira']",55,53,51
470,The Great#NA2,master,33,"['Rengar', 'Viego', 'Graves']",35,22,61
471,rip and tear#nida,master,33,['Nidalee'],21,6,78
472,WlNTRADE ACC FUN#NA2,master,33,"['Fizz', 'Akali', 'Tryndamere']",48,9,84
473,Knight9z#JDG,master,32,"['Fiora', 'KSante', 'Gwen']",48,40,55
474,unbound angel#NA1,master,32,"['Sona', 'Bard', 'Janna']",42,30,58
475,Waku Waku Week#NA1,master,31,"['Olaf', 'Volibear', 'Darius']",35,24,59
476,晚安团宝宝#tuan,master,31,"['Rumble', 'Kayn', 'XinZhao']",30,21,59
477,乌兹气泡#Bubbz,master,31,"['Vayne', 'MissFortune', 'Lucian']",36,26,58
478,Hayanwoo#0204,master,30,"['Tristana', 'Kalista', 'Kaisa']",46,34,57
479,Conchipmunk#NA1,master,30,"['Pyke', 'Leona', 'Xerath']",45,37,55
480,Toothbooth#NA1,master,30,"['Ekko', 'Varus', 'Taliyah']",58,55,51
481,躺赢大王天天睡觉#SLEEP,master,30,"['Nilah', 'MissFortune', 'Pantheon']",48,42,53
482,DIG Rlch#NA1,master,30,"['Jayce', 'Aatrox', 'Kennen']",23,11,68
483,Wuju Senshi#Yi ,master,29,"['MasterYi', 'Karthus', 'Yuumi']",34,21,62
484,cat bread#bread,master,29,"['Karma', 'Syndra', 'Nautilus']",28,10,74
485,Mental Athlete#NA1,master,28,"['Sylas', 'Yasuo', 'Jayce']",48,39,55
486,dtro#0018,master,28,"['Rell', 'Rakan', 'Renata']",30,29,51
487,Chat Noir#239,master,28,"['Kalista', 'Varus', 'Lucian']",47,40,54
488,Tactical0#NA1,master,27,"['Lucian', 'Caitlyn', 'Ziggs']",19,10,66
489,Astral#CN1,master,27,"['Bard', 'Rakan', 'Seraphine']",36,20,64
490,Skayle Valhena#NA1,master,27,['Tryndamere'],52,37,58
491,I Missed My Q#deez,master,27,"['Elise', 'JarvanIV', 'Graves']",28,17,62
492,snarkyy#prkr,master,27,"['Swain', 'Orianna', 'Fiora']",21,16,57
493,3in1#NA1,master,26,"['Renekton', 'Singed', 'Talon']",28,20,58
494,Ice Spice#1598,master,26,"['Rakan', 'Sona', 'Rell']",30,23,57
495,Sour Gummy Worm#APE,master,26,"['Cassiopeia', 'Fizz', 'Ekko']",28,22,56
496,drago#84321,master,26,"['Nocturne', 'Hecarim', 'Nautilus']",39,35,53
497,lord grim#2004,master,26,"['Talon', 'XinZhao', 'Lillia']",25,13,66
498,Rockabananza#0001,master,25,"['Rakan', 'Maokai', 'Rell']",23,16,59
499,RobbyBob#NA1,master,24,"['Viktor', 'Leblanc', 'Azir']",18,7,72
500,big dacko#NA1,master,24,"['Jhin', 'Lucian', 'MissFortune']",22,13,63
501,Afflictive#NA1,master,24,"['Pyke', 'Soraka', 'Sona']",21,15,58
502,Cody Sun#NA1,master,24,"['Varus', 'Tristana', 'Kaisa']",30,28,52
503,Music#0003,master,24,"['Graves', 'LeeSin', 'Taliyah']",20,9,69
504,sth2die4#0127,master,24,"['Aphelios', 'Akali', 'LeeSin']",80,83,49
505,cosha#1888,master,24,"['Bard', 'Senna', 'Nautilus']",26,21,55
506,Untold#2700,master,24,['Ornn'],31,19,62
507,XL404#NA1,master,24,"['Mordekaiser', 'Galio', 'Akali']",23,12,66
508,icioai#NA1,master,23,"['Lucian', 'Zed', 'Kalista']",37,26,59
509,Rocket#Grab,master,23,"['Blitzcrank', 'Vi', 'Maokai']",20,10,67
510,WildTurtle#NA1,master,23,"['Aphelios', 'MissFortune', 'Lucian']",23,12,66
511,XinNianXingDaYun#NA1,master,23,"['Bard', 'Aphelios', 'Lucian']",65,66,50
512,zak#vvv,master,23,"['Riven', 'Pantheon', 'Camille']",50,45,53
513,BRNA#LOL,master,23,"['Riven', 'Irelia']",21,11,66
514,lo spettro#NA12,master,23,"['Blitzcrank', 'Leblanc', 'Nautilus']",41,38,52
515,LIONIZE#COSA,master,22,"['KSante', 'Sejuani', 'Ornn']",23,10,70
516,Si1k#NA1,master,22,"['Fiora', 'Renekton', 'Jayce']",22,11,67
517,Your Acoustic#NA1,master,22,"['Riven', 'Renekton']",22,11,67
518,Gio Monster#3636,master,22,"['Ekko', 'Jhin', 'Taliyah']",22,10,69
519,cai bot 3 nguoi#2511,master,22,"['Kassadin', 'Kayn', 'Jax']",35,29,55
520,ALEX HO#NA1,master,22,"['Fiddlesticks', 'Rammus', 'Karthus']",23,11,68
521,Cendi#NA1,master,22,"['Lucian', 'Aphelios', 'Jhin']",26,27,49
522,IG Baolan#惊鸿过隙,master,22,"['Milio', 'Yuumi', 'Rakan']",75,66,53
523,kirby with hair#NA1,master,22,"['Jhin', 'Qiyana', 'Zoe']",36,33,52
524,Nisprel#NA1,master,22,"['XinZhao', 'Ekko', 'Belveth']",26,17,60
525,Haru De Wanai#NA1,master,21,"['Brand', 'Belveth', 'Kindred']",29,28,51
526,时光回溯#真乌兹,master,21,"['Viego', 'Sylas', 'Graves']",34,26,57
527,dokja#wos,master,21,"['Graves', 'Brand', 'Hecarim']",39,39,50
528,Sharpe#NA1,master,21,"['Seraphine', 'Lux', 'Senna']",23,17,57
529,Merthos#SKRN,master,21,"['Skarner', 'Shyvana', 'Graves']",54,50,52
530,DARKWINGS#NA3,master,21,"['Orianna', 'Cassiopeia', 'Nautilus']",22,13,63
531,Daption#NA2,master,21,"['Senna', 'Ashe', 'Neeko']",26,21,55
532,Ariendel#NA1,master,21,"['Sylas', 'Leblanc', 'Hwei']",26,22,54
533,Tofu#K99,master,21,"['Lucian', 'MissFortune', 'Ashe']",21,8,72
534,Chad Jungies#Chad,master,21,"['Rengar', 'Khazix', 'Graves']",28,16,64
535,Kleave#51325,master,21,"['Fiora', 'Jax', 'Olaf']",35,25,58
536,Oathbreaker#111,master,21,"['Sylas', 'Akshan', 'Akali']",20,8,71
537,Curt#Chad,master,21,"['Galio', 'Brand', 'Jhin']",28,15,65
538,Hellhound#298,master,21,"['Shaco', 'XinZhao', 'Kindred']",32,23,58
539,NUNU WINTRADE#NUNU2,master,21,"['Nunu', 'Udyr', 'Lillia']",34,23,60
540,yuta okkotsu#her,master,20,"['Twitch', 'Jhin', 'Lucian']",24,12,67
541,Marios#9140,master,20,"['Gragas', 'Pantheon', 'Nautilus']",55,55,50
542,Decimate#DUNK,master,20,"['Darius', 'Aatrox', 'Gragas']",24,14,63
543,twtv fairygirl#meow,master,20,"['Seraphine', 'Swain', 'Sona']",30,24,56
544,Seal#gie,master,20,"['Seraphine', 'MissFortune', 'Sivir']",24,17,59
545,l Fish I#NA1,master,20,"['Ahri', 'Fizz', 'Trundle']",24,14,63
546,TyChee#emma,master,20,"['Draven', 'Caitlyn', 'Ashe']",27,20,57
547,XcOuNtEr sTr1kE#KEK,master,20,"['Urgot', 'Vayne', 'Trundle']",24,10,71
548,tombé#NA1,master,20,"['Taliyah', 'Viego', 'Nocturne']",29,22,57
549,kaizen#flow,master,20,"['Jhin', 'Kalista', 'Kaisa']",25,19,57
550,Apex Gapex#NA1,master,20,"['Maokai', 'Lux', 'TahmKench']",25,16,61
551,who am i huh#NA1,master,20,"['Tristana', 'Jhin', 'Kalista']",20,6,77
552,Hazuk1#NA1,master,20,"['Rumble', 'Soraka', 'Evelynn']",38,29,57
553,SIDELANE SERGIO#NA1,master,20,"['Aatrox', 'Kennen', 'Tryndamere']",31,24,56
554,一尘不染#如此简单,master,20,"['Lillia', 'XinZhao', 'Viego']",31,18,63
555,Weakness Exploit#NA1,master,20,"['Ezreal', 'MissFortune', 'Yasuo']",31,16,66
556,Vidsonen#NA1,master,20,"['XinZhao', 'Lillia', 'Graves']",32,20,62
557,ThereTheir#4758,master,20,"['Azir', 'Twitch', 'Quinn']",24,17,59
558,july#sona,master,20,"['Sona', 'Janna', 'Yuumi']",35,30,54
559,Tryndøłf Critłer#NA1,master,20,"['Tryndamere', 'Jax', 'Gwen']",35,27,56
560,Fiora#1009,master,20,"['Fiora', 'Riven', 'Jayce']",25,19,57
561,Viable#NA2,master,20,"['Jinx', 'Vayne', 'Hwei']",66,58,53
562,PAPA#AFK,master,20,"['Hwei', 'Tristana', 'Azir']",30,34,47
563,Lebanese Carry#961,master,20,"['Vayne', 'Samira', 'Kaisa']",43,32,57
564,PeterScullyFan12#4260,master,19,"['Varus', 'Pyke', 'Zeri']",27,13,68
565,Friendly Psycho#King,master,19,"['Zilean', 'Nami', 'Velkoz']",24,14,63
566,PIux#NA1,master,19,"['Nautilus', 'Senna', 'Milio']",30,23,57
567,꾸 미#사 랑,master,19,"['Fizz', 'Sylas', 'Samira']",46,30,61
568,Qube#NA1,master,19,"['Galio', 'Rakan', 'Maokai']",34,27,56
569,Geiger#NA2,master,19,"['Lucian', 'Aphelios', 'Varus']",52,46,53
570,Issys Cutie#926,master,19,"['Lucian', 'Kalista', 'Ezreal']",37,28,57
571,Komodo Frost#NA1,master,19,"['Vi', 'XinZhao', 'Brand']",24,15,62
572,Ziggs#0002,master,19,"['Ziggs', 'Xerath']",35,29,55
573,Fearful Prisoner#degen,master,19,"['Vladimir', 'Qiyana', 'Swain']",32,20,62
574,Twtv minuilol#NA1,master,19,"['Lucian', 'Kalista', 'Caitlyn']",25,16,61
575,OG Eb34st 2#2323,master,19,"['Leona', 'Kindred', 'Tristana']",31,20,61
576,trickymonster88#dsppx,master,19,"['Samira', 'Caitlyn', 'Kaisa']",35,22,61
577,Zile#NA1,master,19,"['Zac', 'LeeSin', 'Trundle']",33,23,59
578,Being left#owo,master,19,"['Sylas', 'Syndra', 'Lucian']",21,8,72
579,Move Then Shoot#NA1,master,19,"['Twitch', 'KogMaw']",43,25,63
580,Nðvos#NA1,master,19,"['Kaisa', 'Ashe', 'MissFortune']",37,27,58
581,C9 Galaxy#C9LCS,master,19,"['Ezreal', 'Jhin', 'Xayah']",32,24,57
582,七进七出#CN1,master,19,"['XinZhao', 'Graves', 'MasterYi']",26,18,59
583,starry sky#2024,master,19,"['Akali', 'Azir', 'KSante']",37,29,56
584,Branqc27#NA1,master,19,"['Yasuo', 'Yone', 'Velkoz']",25,11,69
585,bifvbx#NA1,master,19,"['Senna', 'Kalista', 'Kindred']",28,17,62
586,Yuta#JP3,master,19,"['Hecarim', 'Belveth', 'Karthus']",52,41,56
587,TVdreamybullslol#NA1,master,19,"['LeeSin', 'Nocturne', 'XinZhao']",24,11,69
588,Lilsquears#LSQ1,master,19,"['Thresh', 'Rell', 'Blitzcrank']",32,20,62
589,NagazakiTTV#7777,master,19,"['Yasuo', 'Ahri', 'Riven']",45,31,59
590,02 16 2017#NA1,master,19,"['Varus', 'Draven', 'Jhin']",32,25,56
591,从陌生到陌生#3270,master,18,"['Samira', 'Xayah', 'Varus']",29,22,57
592,Karine#0619,master,18,"['Fiora', 'Jax', 'Irelia']",36,27,57
593,LPL ELSF1#NA1,master,18,"['Samira', 'Caitlyn', 'Kaisa']",28,15,65
594,SheGottaFatYas#NA1,master,18,"['Yasuo', 'Yone', 'Sylas']",39,27,59
595,USF Kanonbob#NA1,master,18,"['Graves', 'Viktor', 'Fizz']",31,24,56
596,PVS#NA1,master,18,"['Rakan', 'Seraphine', 'Alistar']",51,45,53
597,Shh Dontbb#NA1,master,18,"['XinZhao', 'Ekko', 'Briar']",30,19,61
598,Indigo#JsB,master,18,"['Lucian', 'Varus', 'Kalista']",44,40,52
599,jatrex#NA1,master,18,"['Vi', 'Zac', 'Corki']",33,23,59
600,tax evader#zuha,master,18,"['Draven', 'Kaisa', 'Ezreal']",29,21,58
601,fist dude#sean,master,18,"['Aatrox', 'Jax', 'Mordekaiser']",30,16,65
602,ZzLegendary#NA1,master,18,"['Senna', 'Nautilus', 'Ashe']",28,17,62
603,49살 프로지망생#1199,master,18,"['Senna', 'Lulu', 'Renata']",35,25,58
604,ashamed man4#NA1,master,18,"['Fiora', 'Quinn', 'Camille']",21,7,75
605,PLAY 4 MID BOT#NA1,master,18,['Nasus'],32,15,68
606,Anti Oedipus#1000p,master,18,"['Taric', 'Nautilus', 'Senna']",28,21,57
607,Urgotten#NA1,master,18,"['Urgot', 'Renekton', 'Garen']",46,42,52
608,6ft3 white male#NA1,master,18,"['Rakan', 'Thresh', 'Bard']",54,48,53
609,quincy#tsuki,master,18,"['Zac', 'Graves', 'Brand']",49,42,54
610,Timeless#NA1,master,18,"['Fiora', 'Riven', 'Karma']",35,28,56
611,Ársène#FLCL,master,18,"['Taliyah', 'Rakan', 'Lissandra']",36,22,62
612,co1dco1d#NA1,master,17,"['Belveth', 'RekSai', 'Vi']",44,43,51
613,Taste of you#猎妈人,master,17,"['Hwei', 'Janna', 'Senna']",47,38,55
614,oopsies#4848,master,17,"['Janna', 'Maokai', 'Nautilus']",39,29,57
615,ilovelaka#77777,master,17,"['Ornn', 'Jax', 'Fiora']",45,39,54
616,戦場ヶ原ひたぎ#17TAK,master,17,"['Leblanc', 'Hwei', 'Azir']",51,40,56
617,swarm#bongo,master,17,"['Aatrox', 'Camille', 'Sett']",28,21,57
618,kitten meow meow#cat,master,17,"['Katarina', 'Seraphine', 'Nilah']",34,27,56
619,Zekio#77266,master,16,"['Hwei', 'Jhin', 'Samira']",45,36,56
620,Minui#NA1,master,16,"['Lucian', 'Kalista', 'Aphelios']",20,10,67
621,Wangadoodle#NA1,master,16,"['Shaco', 'TahmKench', 'Chogath']",21,9,70
622,TL Honda Yeon#NA1,master,16,"['Kalista', 'Nilah', 'Jhin']",19,10,66
623,别遗憾#就到这里吧,master,16,"['Vladimir', 'Malphite', 'RekSai']",65,62,51
624,i am deranged#000,master,16,"['Viktor', 'TwistedFate', 'Corki']",28,18,61
625,TL HONDA IMPACT#XDDD,master,15,"['Jax', 'Aatrox', 'KSante']",25,15,63
626,Debiilic#NA1,master,15,"['Ashe', 'Senna', 'Thresh']",52,43,55
627,王者剑圣在线带妹#9254,master,15,['MasterYi'],39,31,56
628,wanderer k#4652,master,14,"['Draven', 'Lucian', 'Caitlyn']",45,37,55
629,skelly#clown,master,14,"['XinZhao', 'Viego', 'Graves']",33,21,61
